Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;AltK_05D__-24-44-59-64-;Geschlecht;Anzahl Einwohner
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;83
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;92
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;187
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;104
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;54
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;37
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;14
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;11
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;37
2016;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;153
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;219
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;227
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;671
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;368
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;224
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;166
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;55
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;46
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;183
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;598
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;202
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;106
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;594
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;228
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;279
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;177
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;59
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;73
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;200
2016;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;639
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;196
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;171
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;626
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;370
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;288
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;212
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;74
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;117
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;292
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;958
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;441
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;381
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;1088
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;477
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;238
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;145
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;68
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;57
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;83
2016;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;181
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;männlich;229
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;weiblich;274
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;männlich;795
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;weiblich;518
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;männlich;294
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;weiblich;236
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;männlich;58
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;weiblich;104
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;männlich;266
2016;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;weiblich;766
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;männlich;97
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;weiblich;137
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;männlich;521
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;weiblich;336
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;männlich;320
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;weiblich;349
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;männlich;71
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;weiblich;179
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;männlich;467
2016;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;weiblich;1615
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;männlich;679
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;weiblich;608
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 44 Jahre;männlich;2907
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 44 Jahre;weiblich;1932
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;männlich;735
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;weiblich;350
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;männlich;81
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;weiblich;60
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre u.älter;männlich;109
2016;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre u.älter;weiblich;197
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;männlich;81
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;weiblich;62
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 44 Jahre;männlich;675
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 44 Jahre;weiblich;356
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;männlich;410
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;weiblich;227
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;männlich;49
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;weiblich;75
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre u.älter;männlich;121
2016;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre u.älter;weiblich;248
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;männlich;167
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;weiblich;147
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 44 Jahre;männlich;775
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 44 Jahre;weiblich;433
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;männlich;280
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;weiblich;178
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;männlich;54
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;weiblich;60
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre u.älter;männlich;149
2016;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre u.älter;weiblich;440
2016;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;bis 24 Jahre;männlich;430
2016;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;bis 24 Jahre;weiblich;390
2016;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;25 - 44 Jahre;männlich;1811
