Jahr;Quartal;Jahresquartal;Alter;Geschlecht;Anzahl Einwohner
2023;3. Quartal;20233;" 35 Jahre";männlich;1
2019;4. Quartal;20194;" 57 Jahre";männlich;6
2018;1. Quartal;20181;" 92 Jahre";weiblich;46
2023;4. Quartal;20234;" 49 Jahre";weiblich;1
2021;1. Quartal;20211;" 67 Jahre";weiblich;2
2018;4. Quartal;20184;" 85 Jahre";männlich;16
2020;1. Quartal;20201;" 97 Jahre";männlich;5
2020;3. Quartal;20203;" 50 Jahre";weiblich;1
2024;2. Quartal;20242;" 77 Jahre";weiblich;13
2025;4. Quartal;20254;" 69 Jahre";männlich;13
2026;2. Quartal;20262;" 92 Jahre";männlich;21
2019;4. Quartal;20194;" 76 Jahre";weiblich;14
2016;2. Quartal;20162;102 Jahre;weiblich;2
2025;4. Quartal;20254;" 89 Jahre";weiblich;47
2016;1. Quartal;20161;" 46 Jahre";männlich;2
2021;4. Quartal;20214;" 51 Jahre";weiblich;3
2016;2. Quartal;20162;" 47 Jahre";weiblich;3
2025;4. Quartal;20254;100 Jahre;weiblich;3
2025;2. Quartal;20252;"  0 Jahre";männlich;2
2016;2. Quartal;20162;" 87 Jahre";männlich;21
2018;2. Quartal;20182;" 30 Jahre";männlich;2
2018;1. Quartal;20181;" 38 Jahre";weiblich;2
2021;2. Quartal;20212;" 83 Jahre";männlich;29
2020;4. Quartal;20204;" 79 Jahre";männlich;27
2021;2. Quartal;20212;" 58 Jahre";männlich;7
2021;4. Quartal;20214;" 88 Jahre";weiblich;22
2023;2. Quartal;20232;" 73 Jahre";männlich;18
2019;2. Quartal;20192;" 64 Jahre";männlich;10
2024;2. Quartal;20242;" 34 Jahre";männlich;1
2025;2. Quartal;20252;" 51 Jahre";männlich;1
2022;2. Quartal;20222;" 72 Jahre";weiblich;11
2024;3. Quartal;20243;" 95 Jahre";männlich;8
2026;2. Quartal;20262;" 71 Jahre";männlich;6
2025;3. Quartal;20253;" 75 Jahre";männlich;17
2024;1. Quartal;20241;"  1 Jahre";weiblich;1
2023;4. Quartal;20234;" 61 Jahre";weiblich;6
2025;1. Quartal;20251;" 85 Jahre";weiblich;51
2017;4. Quartal;20174;" 46 Jahre";weiblich;3
2021;2. Quartal;20212;" 29 Jahre";weiblich;1
2022;3. Quartal;20223;" 28 Jahre";männlich;1
2026;2. Quartal;20262;" 21 Jahre";männlich;1
2018;3. Quartal;20183;" 55 Jahre";männlich;5
2026;2. Quartal;20262;" 56 Jahre";männlich;2
2022;2. Quartal;20222;" 89 Jahre";männlich;26
2025;2. Quartal;20252;" 88 Jahre";männlich;31
2019;1. Quartal;20191;" 78 Jahre";weiblich;26
2016;3. Quartal;20163;" 91 Jahre";weiblich;27
2019;2. Quartal;20192;" 18 Jahre";männlich;1
2019;3. Quartal;20193;" 82 Jahre";weiblich;24
2020;2. Quartal;20202;" 65 Jahre";weiblich;2
2025;4. Quartal;20254;" 58 Jahre";männlich;3
2018;3. Quartal;20183;"  0 Jahre";männlich;1
2019;2. Quartal;20192;104 Jahre;weiblich;1
2017;4. Quartal;20174;" 92 Jahre";weiblich;31
2025;4. Quartal;20254;" 48 Jahre";weiblich;1
2016;3. Quartal;20163;" 63 Jahre";weiblich;4
2025;1. Quartal;20251;" 66 Jahre";weiblich;4
2017;2. Quartal;20172;" 69 Jahre";männlich;9
2025;1. Quartal;20251;" 95 Jahre";männlich;16
2025;2. Quartal;20252;" 32 Jahre";männlich;2
2026;2. Quartal;20262;" 81 Jahre";weiblich;20
2018;3. Quartal;20183;" 56 Jahre";männlich;7
2017;4. Quartal;20174;" 66 Jahre";männlich;10
2022;1. Quartal;20221;" 38 Jahre";männlich;2
2019;2. Quartal;20192;108 Jahre;weiblich;1
2020;1. Quartal;20201;" 57 Jahre";männlich;9
2018;1. Quartal;20181;" 75 Jahre";weiblich;17
2024;1. Quartal;20241;" 93 Jahre";männlich;22
2026;1. Quartal;20261;" 69 Jahre";weiblich;3
2016;1. Quartal;20161;" 90 Jahre";weiblich;33
2019;2. Quartal;20192;" 88 Jahre";männlich;30
2025;4. Quartal;20254;" 68 Jahre";männlich;11
2020;1. Quartal;20201;" 49 Jahre";weiblich;4
2019;1. Quartal;20191;" 58 Jahre";weiblich;2
2022;2. Quartal;20222;" 84 Jahre";männlich;37
2016;3. Quartal;20163;" 73 Jahre";männlich;19
2017;3. Quartal;20173;" 58 Jahre";männlich;7
2021;1. Quartal;20211;" 20 Jahre";weiblich;1
2016;2. Quartal;20162;" 82 Jahre";männlich;22
2020;1. Quartal;20201;" 68 Jahre";weiblich;7
2016;1. Quartal;20161;" 68 Jahre";männlich;10
2026;1. Quartal;20261;" 79 Jahre";männlich;18
2019;2. Quartal;20192;" 51 Jahre";männlich;3
2025;2. Quartal;20252;" 71 Jahre";weiblich;6
2019;2. Quartal;20192;" 42 Jahre";männlich;1
2025;1. Quartal;20251;" 43 Jahre";männlich;2
2019;4. Quartal;20194;" 71 Jahre";weiblich;10
2021;3. Quartal;20213;" 25 Jahre";männlich;1
2022;2. Quartal;20222;" 90 Jahre";weiblich;29
2018;3. Quartal;20183;" 92 Jahre";männlich;11
2019;3. Quartal;20193;" 95 Jahre";männlich;9
2019;3. Quartal;20193;103 Jahre;weiblich;2
2016;2. Quartal;20162;" 52 Jahre";männlich;7
2021;1. Quartal;20211;" 93 Jahre";weiblich;50
2021;3. Quartal;20213;" 69 Jahre";weiblich;3
2016;1. Quartal;20161;" 31 Jahre";männlich;1
2023;4. Quartal;20234;" 76 Jahre";männlich;15
2020;4. Quartal;20204;" 31 Jahre";männlich;1
2022;4. Quartal;20224;" 31 Jahre";weiblich;1
2023;2. Quartal;20232;" 56 Jahre";männlich;2
2019;2. Quartal;20192;" 63 Jahre";weiblich;3
2025;1. Quartal;20251;" 45 Jahre";männlich;3
2018;4. Quartal;20184;" 88 Jahre";weiblich;37
2022;3. Quartal;20223;" 64 Jahre";weiblich;2
2025;4. Quartal;20254;" 80 Jahre";weiblich;8
2025;1. Quartal;20251;" 70 Jahre";weiblich;11
2024;2. Quartal;20242;" 71 Jahre";weiblich;3
2023;4. Quartal;20234;" 78 Jahre";männlich;19
2016;3. Quartal;20163;100 Jahre;weiblich;3
2017;3. Quartal;20173;" 22 Jahre";männlich;1
2025;3. Quartal;20253;" 95 Jahre";männlich;7
2025;4. Quartal;20254;" 55 Jahre";männlich;12
2018;2. Quartal;20182;" 83 Jahre";männlich;39
2019;2. Quartal;20192;" 76 Jahre";männlich;12
2020;1. Quartal;20201;" 89 Jahre";weiblich;41
2017;2. Quartal;20172;" 73 Jahre";weiblich;9
2024;1. Quartal;20241;"  3 Jahre";weiblich;1
2021;4. Quartal;20214;" 80 Jahre";weiblich;36
2021;4. Quartal;20214;" 55 Jahre";männlich;9
2022;2. Quartal;20222;"  3 Jahre";männlich;1
2024;3. Quartal;20243;" 93 Jahre";männlich;14
2025;2. Quartal;20252;" 59 Jahre";männlich;7
2020;3. Quartal;20203;" 54 Jahre";männlich;2
2021;4. Quartal;20214;103 Jahre;männlich;1
2022;3. Quartal;20223;" 95 Jahre";weiblich;15
2023;3. Quartal;20233;" 75 Jahre";weiblich;6
2019;2. Quartal;20192;" 82 Jahre";weiblich;23
2022;1. Quartal;20221;" 56 Jahre";männlich;7
2020;3. Quartal;20203;" 82 Jahre";weiblich;31
2021;2. Quartal;20212;" 41 Jahre";weiblich;1
2024;2. Quartal;20242;" 92 Jahre";weiblich;26
2019;1. Quartal;20191;" 90 Jahre";weiblich;40
2025;2. Quartal;20252;" 68 Jahre";weiblich;11
2017;1. Quartal;20171;" 84 Jahre";weiblich;37
2020;3. Quartal;20203;" 97 Jahre";männlich;2
2021;4. Quartal;20214;" 99 Jahre";männlich;5
2022;3. Quartal;20223;" 75 Jahre";männlich;7
2018;1. Quartal;20181;" 82 Jahre";männlich;32
2023;3. Quartal;20233;100 Jahre;weiblich;8
2025;4. Quartal;20254;" 62 Jahre";weiblich;2
2025;1. Quartal;20251;" 87 Jahre";männlich;32
2023;4. Quartal;20234;" 94 Jahre";weiblich;21
2016;1. Quartal;20161;" 51 Jahre";männlich;5
2021;2. Quartal;20212;" 81 Jahre";männlich;25
2020;2. Quartal;20202;" 44 Jahre";weiblich;1
2016;3. Quartal;20163;" 89 Jahre";männlich;11
2019;2. Quartal;20192;" 86 Jahre";männlich;22
2024;1. Quartal;20241;" 55 Jahre";männlich;3
2023;3. Quartal;20233;" 79 Jahre";männlich;22
2023;4. Quartal;20234;" 98 Jahre";männlich;9
2019;3. Quartal;20193;102 Jahre;weiblich;1
2023;3. Quartal;20233;" 68 Jahre";weiblich;7
2025;3. Quartal;20253;" 80 Jahre";männlich;16
2017;4. Quartal;20174;" 97 Jahre";weiblich;18
2021;3. Quartal;20213;" 56 Jahre";weiblich;4
2022;3. Quartal;20223;" 99 Jahre";männlich;2
2019;1. Quartal;20191;" 45 Jahre";männlich;4
2024;2. Quartal;20242;" 75 Jahre";männlich;16
2018;3. Quartal;20183;" 38 Jahre";männlich;2
2022;4. Quartal;20224;" 82 Jahre";weiblich;33
2022;4. Quartal;20224;" 28 Jahre";männlich;2
2020;1. Quartal;20201;" 39 Jahre";männlich;1
2025;2. Quartal;20252;" 39 Jahre";männlich;3
2025;1. Quartal;20251;" 49 Jahre";weiblich;3
2019;2. Quartal;20192;" 48 Jahre";männlich;1
2022;3. Quartal;20223;" 84 Jahre";weiblich;29
2019;1. Quartal;20191;" 96 Jahre";weiblich;21
2020;3. Quartal;20203;" 86 Jahre";männlich;21
2017;2. Quartal;20172;" 89 Jahre";männlich;16
2019;2. Quartal;20192;101 Jahre;weiblich;2
2022;3. Quartal;20223;" 26 Jahre";männlich;1
2017;4. Quartal;20174;" 53 Jahre";weiblich;5
2021;3. Quartal;20213;" 27 Jahre";männlich;1
2022;2. Quartal;20222;" 54 Jahre";weiblich;3
2021;2. Quartal;20212;" 62 Jahre";weiblich;1
2023;4. Quartal;20234;" 44 Jahre";weiblich;3
2016;3. Quartal;20163;" 61 Jahre";weiblich;2
2020;1. Quartal;20201;" 92 Jahre";männlich;18
2016;1. Quartal;20161;" 28 Jahre";männlich;2
2019;2. Quartal;20192;" 72 Jahre";weiblich;5
2025;4. Quartal;20254;" 66 Jahre";männlich;10
2020;3. Quartal;20203;" 48 Jahre";männlich;2
2024;2. Quartal;20242;" 96 Jahre";männlich;7
2026;1. Quartal;20261;" 63 Jahre";männlich;12
2025;4. Quartal;20254;" 86 Jahre";weiblich;35
2020;4. Quartal;20204;" 69 Jahre";weiblich;11
2022;3. Quartal;20223;" 46 Jahre";weiblich;3
2026;1. Quartal;20261;" 15 Jahre";weiblich;1
2017;1. Quartal;20171;" 64 Jahre";weiblich;9
2017;3. Quartal;20173;" 94 Jahre";weiblich;15
2021;1. Quartal;20211;" 41 Jahre";männlich;1
2024;1. Quartal;20241;" 22 Jahre";weiblich;1
2023;3. Quartal;20233;" 94 Jahre";männlich;8
2026;2. Quartal;20262;" 99 Jahre";männlich;4
2016;2. Quartal;20162;" 84 Jahre";männlich;10
2023;1. Quartal;20231;" 67 Jahre";weiblich;8
2025;2. Quartal;20252;" 73 Jahre";weiblich;14
2022;1. Quartal;20221;" 50 Jahre";männlich;2
2016;2. Quartal;20162;" 72 Jahre";weiblich;10
2017;3. Quartal;20173;" 78 Jahre";männlich;18
2023;4. Quartal;20234;" 63 Jahre";weiblich;4
2018;2. Quartal;20182;" 47 Jahre";männlich;2
2026;1. Quartal;20261;102 Jahre;weiblich;5
2016;4. Quartal;20164;" 70 Jahre";weiblich;5
2024;3. Quartal;20243;" 51 Jahre";weiblich;2
2021;3. Quartal;20213;" 74 Jahre";weiblich;3
2023;2. Quartal;20232;" 59 Jahre";weiblich;4
2017;1. Quartal;20171;" 88 Jahre";männlich;33
2021;1. Quartal;20211;103 Jahre;männlich;1
2021;4. Quartal;20214;" 48 Jahre";weiblich;2
2025;3. Quartal;20253;" 82 Jahre";weiblich;17
2016;1. Quartal;20161;" 62 Jahre";männlich;7
2022;1. Quartal;20221;" 61 Jahre";weiblich;4
2020;1. Quartal;20201;" 62 Jahre";weiblich;5
2016;3. Quartal;20163;" 49 Jahre";männlich;4
2024;2. Quartal;20242;" 41 Jahre";weiblich;1
2024;3. Quartal;20243;" 70 Jahre";weiblich;6
2020;2. Quartal;20202;" 58 Jahre";weiblich;3
2023;3. Quartal;20233;" 72 Jahre";männlich;19
2017;3. Quartal;20173;" 99 Jahre";weiblich;3
2021;3. Quartal;20213;" 38 Jahre";weiblich;1
2022;3. Quartal;20223;" 68 Jahre";männlich;10
2019;2. Quartal;20192;" 67 Jahre";männlich;19
2021;4. Quartal;20214;" 86 Jahre";weiblich;47
2016;3. Quartal;20163;"  1 Jahre";männlich;1
2022;2. Quartal;20222;" 87 Jahre";männlich;35
2019;1. Quartal;20191;" 52 Jahre";weiblich;4
2021;2. Quartal;20212;" 47 Jahre";weiblich;2
2020;1. Quartal;20201;" 74 Jahre";männlich;15
2022;4. Quartal;20224;" 63 Jahre";weiblich;2
2018;3. Quartal;20183;" 70 Jahre";männlich;8
2024;4. Quartal;20244;" 78 Jahre";männlich;8
2026;1. Quartal;20261;" 88 Jahre";weiblich;50
2017;1. Quartal;20171;"  0 Jahre";männlich;1
2018;1. Quartal;20181;" 74 Jahre";weiblich;13
2019;3. Quartal;20193;" 77 Jahre";männlich;11
2022;2. Quartal;20222;" 37 Jahre";männlich;1
2024;2. Quartal;20242;" 65 Jahre";weiblich;3
2017;3. Quartal;20173;" 36 Jahre";männlich;4
2020;4. Quartal;20204;" 68 Jahre";weiblich;15
2021;2. Quartal;20212;100 Jahre;männlich;2
2020;2. Quartal;20202;" 77 Jahre";männlich;16
2024;2. Quartal;20242;" 50 Jahre";männlich;3
2021;2. Quartal;20212;" 90 Jahre";männlich;16
2016;4. Quartal;20164;" 65 Jahre";männlich;8
2022;2. Quartal;20222;" 57 Jahre";weiblich;1
2024;3. Quartal;20243;" 67 Jahre";männlich;6
2019;2. Quartal;20192;" 98 Jahre";weiblich;9
2025;1. Quartal;20251;" 69 Jahre";weiblich;4
2025;2. Quartal;20252;" 18 Jahre";männlich;1
2021;1. Quartal;20211;" 55 Jahre";männlich;11
2020;2. Quartal;20202;" 37 Jahre";männlich;1
2019;4. Quartal;20194;" 91 Jahre";weiblich;23
2019;4. Quartal;20194;" 39 Jahre";männlich;1
2022;1. Quartal;20221;" 35 Jahre";männlich;1
2018;4. Quartal;20184;" 31 Jahre";männlich;1
2017;4. Quartal;20174;" 71 Jahre";weiblich;2
2022;3. Quartal;20223;" 89 Jahre";weiblich;26
2023;2. Quartal;20232;" 95 Jahre";weiblich;21
2016;2. Quartal;20162;" 70 Jahre";weiblich;2
2021;3. Quartal;20213;" 75 Jahre";weiblich;9
2018;2. Quartal;20182;" 77 Jahre";weiblich;19
2024;1. Quartal;20241;" 56 Jahre";männlich;9
2020;4. Quartal;20204;" 83 Jahre";weiblich;38
2020;4. Quartal;20204;" 25 Jahre";männlich;1
2025;4. Quartal;20254;" 94 Jahre";männlich;8
2021;1. Quartal;20211;" 98 Jahre";weiblich;20
2016;1. Quartal;20161;" 78 Jahre";weiblich;15
2023;1. Quartal;20231;" 25 Jahre";weiblich;1
2019;2. Quartal;20192;" 54 Jahre";weiblich;5
2023;3. Quartal;20233;" 69 Jahre";weiblich;7
2023;3. Quartal;20233;" 58 Jahre";männlich;4
2016;1. Quartal;20161;" 84 Jahre";männlich;22
2019;1. Quartal;20191;" 84 Jahre";männlich;32
2017;3. Quartal;20173;" 66 Jahre";weiblich;13
2020;1. Quartal;20201;" 84 Jahre";weiblich;35
2016;4. Quartal;20164;" 29 Jahre";männlich;1
2023;4. Quartal;20234;" 54 Jahre";männlich;2
2017;2. Quartal;20172;" 34 Jahre";weiblich;1
2024;2. Quartal;20242;" 59 Jahre";weiblich;5
2018;4. Quartal;20184;" 52 Jahre";weiblich;1
2016;4. Quartal;20164;" 72 Jahre";weiblich;9
2019;3. Quartal;20193;" 65 Jahre";weiblich;7
2026;2. Quartal;20262;" 53 Jahre";weiblich;1
2023;3. Quartal;20233;" 37 Jahre";männlich;1
2024;1. Quartal;20241;" 68 Jahre";weiblich;6
2018;1. Quartal;20181;" 85 Jahre";männlich;16
2021;4. Quartal;20214;" 41 Jahre";männlich;1
2019;1. Quartal;20191;" 79 Jahre";weiblich;19
2022;4. Quartal;20224;" 59 Jahre";männlich;8
2017;1. Quartal;20171;" 93 Jahre";weiblich;35
2017;1. Quartal;20171;" 30 Jahre";männlich;1
2016;3. Quartal;20163;" 50 Jahre";weiblich;1
2023;2. Quartal;20232;" 78 Jahre";männlich;30
2016;1. Quartal;20161;"  1 Jahre";männlich;1
2017;2. Quartal;20172;" 86 Jahre";männlich;23
2019;1. Quartal;20191;" 89 Jahre";männlich;32
2024;4. Quartal;20244;" 96 Jahre";männlich;11
2018;1. Quartal;20181;" 43 Jahre";männlich;3
2016;4. Quartal;20164;" 22 Jahre";männlich;1
2017;1. Quartal;20171;" 57 Jahre";weiblich;3
2021;2. Quartal;20212;" 60 Jahre";weiblich;2
2021;3. Quartal;20213;" 50 Jahre";weiblich;1
2017;2. Quartal;20172;" 48 Jahre";männlich;3
2016;4. Quartal;20164;" 30 Jahre";weiblich;1
2026;1. Quartal;20261;" 94 Jahre";männlich;19
2024;1. Quartal;20241;" 83 Jahre";weiblich;31
2025;2. Quartal;20252;" 54 Jahre";weiblich;5
2016;3. Quartal;20163;" 96 Jahre";weiblich;22
2016;2. Quartal;20162;" 65 Jahre";männlich;5
2022;3. Quartal;20223;100 Jahre;weiblich;4
2022;3. Quartal;20223;" 92 Jahre";männlich;16
2018;2. Quartal;20182;" 44 Jahre";männlich;2
2021;1. Quartal;20211;" 71 Jahre";männlich;15
2017;4. Quartal;20174;" 76 Jahre";weiblich;13
2024;4. Quartal;20244;" 81 Jahre";weiblich;22
2026;2. Quartal;20262;" 76 Jahre";männlich;15
2016;4. Quartal;20164;" 45 Jahre";männlich;1
2019;1. Quartal;20191;" 31 Jahre";männlich;1
2018;3. Quartal;20183;" 33 Jahre";männlich;1
2019;2. Quartal;20192;" 70 Jahre";weiblich;9
2016;4. Quartal;20164;" 87 Jahre";männlich;25
2017;3. Quartal;20173;" 79 Jahre";männlich;23
2019;4. Quartal;20194;" 98 Jahre";weiblich;17
2025;4. Quartal;20254;" 99 Jahre";männlich;3
2020;4. Quartal;20204;" 72 Jahre";männlich;16
2016;1. Quartal;20161;" 79 Jahre";weiblich;19
2021;4. Quartal;20214;" 66 Jahre";männlich;14
2024;4. Quartal;20244;" 47 Jahre";weiblich;3
2022;4. Quartal;20224;" 94 Jahre";männlich;19
2024;4. Quartal;20244;" 74 Jahre";männlich;12
2018;1. Quartal;20181;100 Jahre;männlich;1
2022;1. Quartal;20221;" 76 Jahre";männlich;14
2020;3. Quartal;20203;" 63 Jahre";weiblich;6
2019;3. Quartal;20193;" 61 Jahre";männlich;9
2021;1. Quartal;20211;" 96 Jahre";weiblich;10
2020;2. Quartal;20202;" 55 Jahre";männlich;8
2021;3. Quartal;20213;" 34 Jahre";weiblich;2
2025;2. Quartal;20252;101 Jahre;weiblich;5
2016;2. Quartal;20162;" 96 Jahre";männlich;3
2020;4. Quartal;20204;" 46 Jahre";weiblich;1
2016;4. Quartal;20164;" 78 Jahre";männlich;19
2023;1. Quartal;20231;" 61 Jahre";weiblich;2
2018;1. Quartal;20181;" 75 Jahre";männlich;25
2018;4. Quartal;20184;" 56 Jahre";männlich;8
2025;2. Quartal;20252;" 77 Jahre";weiblich;9
2026;2. Quartal;20262;" 64 Jahre";weiblich;3
2026;1. Quartal;20261;" 57 Jahre";weiblich;2
2021;1. Quartal;20211;" 76 Jahre";männlich;24
2020;4. Quartal;20204;" 55 Jahre";männlich;3
2022;4. Quartal;20224;" 55 Jahre";weiblich;3
2019;1. Quartal;20191;" 58 Jahre";männlich;5
2017;3. Quartal;20173;"  0 Jahre";weiblich;1
2023;2. Quartal;20232;" 65 Jahre";weiblich;6
2020;1. Quartal;20201;" 78 Jahre";männlich;20
2016;2. Quartal;20162;" 38 Jahre";männlich;1
2019;1. Quartal;20191;" 89 Jahre";weiblich;30
2017;1. Quartal;20171;" 31 Jahre";männlich;1
2025;3. Quartal;20253;104 Jahre;weiblich;1
2022;1. Quartal;20221;105 Jahre;männlich;1
2023;2. Quartal;20232;" 38 Jahre";weiblich;1
2017;3. Quartal;20173;" 91 Jahre";weiblich;33
2016;4. Quartal;20164;" 69 Jahre";weiblich;6
2025;1. Quartal;20251;" 53 Jahre";weiblich;1
2017;2. Quartal;20172;" 91 Jahre";männlich;12
2017;1. Quartal;20171;105 Jahre;weiblich;1
2017;4. Quartal;20174;" 83 Jahre";weiblich;31
2016;3. Quartal;20163;" 53 Jahre";weiblich;1
2021;3. Quartal;20213;" 42 Jahre";männlich;1
2017;3. Quartal;20173;" 71 Jahre";männlich;4
2017;2. Quartal;20172;" 96 Jahre";männlich;4
2016;1. Quartal;20161;" 44 Jahre";weiblich;1
2025;2. Quartal;20252;" 43 Jahre";männlich;1
2023;2. Quartal;20232;100 Jahre;männlich;3
2024;3. Quartal;20243;" 61 Jahre";männlich;8
2016;1. Quartal;20161;101 Jahre;weiblich;5
2019;3. Quartal;20193;" 93 Jahre";männlich;13
2019;2. Quartal;20192;" 66 Jahre";weiblich;5
2025;3. Quartal;20253;101 Jahre;weiblich;4
2016;4. Quartal;20164;" 68 Jahre";weiblich;7
2025;3. Quartal;20253;" 85 Jahre";männlich;35
2022;1. Quartal;20221;" 35 Jahre";weiblich;1
2020;2. Quartal;20202;" 83 Jahre";männlich;23
2022;2. Quartal;20222;" 74 Jahre";weiblich;9
2025;2. Quartal;20252;" 74 Jahre";männlich;20
2021;1. Quartal;20211;" 56 Jahre";männlich;10
2024;4. Quartal;20244;" 35 Jahre";weiblich;1
2016;2. Quartal;20162;" 72 Jahre";männlich;17
2023;1. Quartal;20231;" 85 Jahre";weiblich;53
2024;4. Quartal;20244;103 Jahre;weiblich;4
2017;2. Quartal;20172;" 90 Jahre";männlich;15
2017;3. Quartal;20173;" 86 Jahre";männlich;30
2018;1. Quartal;20181;" 57 Jahre";weiblich;1
2017;2. Quartal;20172;" 68 Jahre";weiblich;2
2020;4. Quartal;20204;" 66 Jahre";männlich;5
2022;4. Quartal;20224;" 66 Jahre";weiblich;2
2016;2. Quartal;20162;" 92 Jahre";weiblich;20
2021;1. Quartal;20211;" 58 Jahre";weiblich;3
2021;4. Quartal;20214;" 73 Jahre";männlich;13
2025;1. Quartal;20251;" 68 Jahre";weiblich;4
2016;4. Quartal;20164;" 45 Jahre";weiblich;2
2016;2. Quartal;20162;" 58 Jahre";männlich;11
2019;2. Quartal;20192;" 94 Jahre";männlich;9
2019;4. Quartal;20194;" 83 Jahre";männlich;19
2026;1. Quartal;20261;" 53 Jahre";männlich;3
2020;1. Quartal;20201;" 74 Jahre";weiblich;11
2022;1. Quartal;20221;" 83 Jahre";weiblich;43
2020;3. Quartal;20203;" 26 Jahre";weiblich;1
2021;3. Quartal;20213;" 71 Jahre";männlich;15
2020;4. Quartal;20204;" 59 Jahre";weiblich;4
2018;3. Quartal;20183;" 70 Jahre";weiblich;8
2020;3. Quartal;20203;" 50 Jahre";männlich;1
2024;3. Quartal;20243;" 82 Jahre";männlich;27
2021;1. Quartal;20211;" 34 Jahre";männlich;3
2016;2. Quartal;20162;" 21 Jahre";weiblich;1
2018;4. Quartal;20184;" 77 Jahre";weiblich;18
2023;4. Quartal;20234;" 57 Jahre";weiblich;2
2022;1. Quartal;20221;" 55 Jahre";weiblich;4
2022;4. Quartal;20224;" 97 Jahre";weiblich;19
2025;2. Quartal;20252;" 27 Jahre";männlich;1
2019;1. Quartal;20191;" 92 Jahre";männlich;18
2021;1. Quartal;20211;" 14 Jahre";weiblich;1
2024;3. Quartal;20243;" 85 Jahre";männlich;35
2023;3. Quartal;20233;" 68 Jahre";männlich;12
2017;2. Quartal;20172;" 58 Jahre";weiblich;3
2017;4. Quartal;20174;" 73 Jahre";weiblich;4
2017;2. Quartal;20172;" 72 Jahre";männlich;12
2020;1. Quartal;20201;" 11 Jahre";männlich;1
2020;3. Quartal;20203;" 59 Jahre";weiblich;2
2021;2. Quartal;20212;" 65 Jahre";weiblich;5
2018;2. Quartal;20182;" 43 Jahre";weiblich;1
2017;4. Quartal;20174;" 87 Jahre";männlich;26
2022;3. Quartal;20223;" 79 Jahre";männlich;26
2020;2. Quartal;20202;" 70 Jahre";männlich;12
2023;4. Quartal;20234;" 61 Jahre";männlich;9
2026;1. Quartal;20261;" 66 Jahre";männlich;11
2018;3. Quartal;20183;" 45 Jahre";weiblich;4
2017;1. Quartal;20171;"  8 Jahre";männlich;1
2023;4. Quartal;20234;100 Jahre;weiblich;5
2022;3. Quartal;20223;" 90 Jahre";männlich;16
2021;2. Quartal;20212;" 91 Jahre";weiblich;27
2019;1. Quartal;20191;100 Jahre;weiblich;4
2017;1. Quartal;20171;" 76 Jahre";männlich;14
2023;3. Quartal;20233;" 58 Jahre";weiblich;2
2023;3. Quartal;20233;" 99 Jahre";männlich;2
2024;1. Quartal;20241;" 62 Jahre";weiblich;5
2019;1. Quartal;20191;" 21 Jahre";männlich;2
2024;4. Quartal;20244;" 50 Jahre";männlich;2
2025;2. Quartal;20252;" 88 Jahre";weiblich;35
2019;3. Quartal;20193;" 82 Jahre";männlich;16
2022;1. Quartal;20221;" 99 Jahre";weiblich;8
2022;1. Quartal;20221;" 43 Jahre";männlich;2
2018;2. Quartal;20182;" 76 Jahre";männlich;24
2020;3. Quartal;20203;106 Jahre;weiblich;1
2019;1. Quartal;20191;" 33 Jahre";männlich;1
2020;3. Quartal;20203;" 67 Jahre";männlich;8
2021;3. Quartal;20213;" 82 Jahre";weiblich;36
2016;3. Quartal;20163;" 79 Jahre";männlich;22
2017;1. Quartal;20171;" 32 Jahre";männlich;2
2018;1. Quartal;20181;" 80 Jahre";weiblich;19
2017;2. Quartal;20172;" 69 Jahre";weiblich;1
2023;1. Quartal;20231;" 44 Jahre";männlich;3
2024;1. Quartal;20241;" 77 Jahre";männlich;13
2024;4. Quartal;20244;" 66 Jahre";männlich;6
2020;2. Quartal;20202;" 75 Jahre";weiblich;6
2023;2. Quartal;20232;" 78 Jahre";weiblich;19
2025;3. Quartal;20253;" 70 Jahre";männlich;11
2017;3. Quartal;20173;" 78 Jahre";weiblich;20
2024;1. Quartal;20241;" 93 Jahre";weiblich;39
2025;2. Quartal;20252;" 44 Jahre";weiblich;2
