Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Familienstand;Geschlecht;Anzahl Einwohner
2024;01 Innere Altstadt;StB 0 Altstadt;ledig;männlich;910
2024;01 Innere Altstadt;StB 0 Altstadt;ledig;weiblich;733
2024;01 Innere Altstadt;StB 0 Altstadt;verheiratet;männlich;425
2024;01 Innere Altstadt;StB 0 Altstadt;verheiratet;weiblich;408
2024;01 Innere Altstadt;StB 0 Altstadt;verwitwet;männlich;32
2024;01 Innere Altstadt;StB 0 Altstadt;verwitwet;weiblich;148
2024;01 Innere Altstadt;StB 0 Altstadt;geschieden;männlich;76
2024;01 Innere Altstadt;StB 0 Altstadt;geschieden;weiblich;89
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;männlich;2313
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;weiblich;1718
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;männlich;760
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;weiblich;760
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;männlich;89
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;weiblich;442
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;männlich;201
2024;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;weiblich;322
2024;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;männlich;3032
2024;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;weiblich;2321
2024;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;männlich;1086
2024;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;weiblich;1067
2024;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;männlich;135
2024;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;weiblich;539
2024;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;männlich;221
2024;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;weiblich;340
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;männlich;3256
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;weiblich;2616
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;männlich;1575
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;weiblich;1554
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;männlich;157
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;weiblich;736
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;männlich;337
2024;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;weiblich;555
2024;05 Friedrichstadt;StB 0 Altstadt;ledig;männlich;4488
2024;05 Friedrichstadt;StB 0 Altstadt;ledig;weiblich;3294
2024;05 Friedrichstadt;StB 0 Altstadt;verheiratet;männlich;1099
2024;05 Friedrichstadt;StB 0 Altstadt;verheiratet;weiblich;1099
2024;05 Friedrichstadt;StB 0 Altstadt;verwitwet;männlich;74
2024;05 Friedrichstadt;StB 0 Altstadt;verwitwet;weiblich;363
2024;05 Friedrichstadt;StB 0 Altstadt;geschieden;männlich;249
2024;05 Friedrichstadt;StB 0 Altstadt;geschieden;weiblich;342
2024;06 Johannstadt-Nord;StB 0 Altstadt;ledig;männlich;3760
2024;06 Johannstadt-Nord;StB 0 Altstadt;ledig;weiblich;3563
2024;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;männlich;2052
2024;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;weiblich;2053
2024;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;männlich;200
2024;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;weiblich;837
2024;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;männlich;299
2024;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;weiblich;555
2024;07 Johannstadt-Süd;StB 0 Altstadt;ledig;männlich;2959
2024;07 Johannstadt-Süd;StB 0 Altstadt;ledig;weiblich;2775
2024;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;männlich;2247
2024;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;weiblich;2293
2024;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;männlich;283
2024;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;weiblich;1178
2024;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;männlich;358
2024;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;weiblich;803
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;männlich;7200
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;weiblich;6382
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;männlich;1763
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;weiblich;1715
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;männlich;57
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;weiblich;197
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;männlich;425
2024;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;weiblich;543
2024;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;männlich;2818
2024;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;weiblich;2410
2024;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1405
2024;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1401
2024;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;männlich;56
2024;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;235
2024;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;männlich;285
2024;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;weiblich;375
2024;13 Innere Neustadt;StB 1 Neustadt;ledig;männlich;2772
2024;13 Innere Neustadt;StB 1 Neustadt;ledig;weiblich;2306
2024;13 Innere Neustadt;StB 1 Neustadt;verheiratet;männlich;1151
2024;13 Innere Neustadt;StB 1 Neustadt;verheiratet;weiblich;1118
2024;13 Innere Neustadt;StB 1 Neustadt;verwitwet;männlich;72
2024;13 Innere Neustadt;StB 1 Neustadt;verwitwet;weiblich;308
2024;13 Innere Neustadt;StB 1 Neustadt;geschieden;männlich;212
2024;13 Innere Neustadt;StB 1 Neustadt;geschieden;weiblich;344
2024;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;männlich;5296
