Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;10 bis unter 20 Jahre;1422477;8158
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;20 Jahre und mehr;3983385;9801
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;00 bis unter 1 Jahr;1428;284
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;01 bis unter 3 Jahre;9539;405
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;03 bis unter 5 Jahre;7015;147
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;05 bis unter 10 Jahre;15597;183
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;10 bis unter 20 Jahre;21812;131
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;20 Jahre und mehr;20897;62
2024;08 Blasewitz, Striesen;Deutsche;00 bis unter 1 Jahr;20553;3619
2024;08 Blasewitz, Striesen;Deutsche;01 bis unter 3 Jahre;152045;6592
2024;08 Blasewitz, Striesen;Deutsche;03 bis unter 5 Jahre;260172;5571
2024;08 Blasewitz, Striesen;Deutsche;05 bis unter 10 Jahre;930143;10611
2024;08 Blasewitz, Striesen;Deutsche;10 bis unter 20 Jahre;2003560;11577
2024;08 Blasewitz, Striesen;Deutsche;20 Jahre und mehr;3474822;9077
2024;08 Blasewitz, Striesen;Ausländer;00 bis unter 1 Jahr;5382;1050
2024;08 Blasewitz, Striesen;Ausländer;01 bis unter 3 Jahre;34396;1468
2024;08 Blasewitz, Striesen;Ausländer;03 bis unter 5 Jahre;26671;584
2024;08 Blasewitz, Striesen;Ausländer;05 bis unter 10 Jahre;55568;660
2024;08 Blasewitz, Striesen;Ausländer;10 bis unter 20 Jahre;65356;383
2024;08 Blasewitz, Striesen;Ausländer;20 Jahre und mehr;28801;98
2024;09 Tolkewitz, Seidnitz, Gruna;Deutsche;00 bis unter 1 Jahr;13388;2424
2024;09 Tolkewitz, Seidnitz, Gruna;Deutsche;01 bis unter 3 Jahre;92568;4052
2024;09 Tolkewitz, Seidnitz, Gruna;Deutsche;03 bis unter 5 Jahre;167382;3553
2024;09 Tolkewitz, Seidnitz, Gruna;Deutsche;05 bis unter 10 Jahre;560545;6387
2024;09 Tolkewitz, Seidnitz, Gruna;Deutsche;10 bis unter 20 Jahre;1507522;8671
2024;09 Tolkewitz, Seidnitz, Gruna;Deutsche;20 Jahre und mehr;3817825;9254
2024;09 Tolkewitz, Seidnitz, Gruna;Ausländer;00 bis unter 1 Jahr;4205;809
2024;09 Tolkewitz, Seidnitz, Gruna;Ausländer;01 bis unter 3 Jahre;29505;1259
2024;09 Tolkewitz, Seidnitz, Gruna;Ausländer;03 bis unter 5 Jahre;18948;410
2024;09 Tolkewitz, Seidnitz, Gruna;Ausländer;05 bis unter 10 Jahre;37491;454
2024;09 Tolkewitz, Seidnitz, Gruna;Ausländer;10 bis unter 20 Jahre;37930;232
2024;09 Tolkewitz, Seidnitz, Gruna;Ausländer;20 Jahre und mehr;20619;67
2024;10 StB Leuben;Deutsche;00 bis unter 1 Jahr;13741;2428
2024;10 StB Leuben;Deutsche;01 bis unter 3 Jahre;94115;4145
2024;10 StB Leuben;Deutsche;03 bis unter 5 Jahre;176369;3746
2024;10 StB Leuben;Deutsche;05 bis unter 10 Jahre;591587;6736
2024;10 StB Leuben;Deutsche;10 bis unter 20 Jahre;1588750;8995
2024;10 StB Leuben;Deutsche;20 Jahre und mehr;4279367;10464
2024;10 StB Leuben;Ausländer;00 bis unter 1 Jahr;3919;777
2024;10 StB Leuben;Ausländer;01 bis unter 3 Jahre;24978;1086
2024;10 StB Leuben;Ausländer;03 bis unter 5 Jahre;10863;236
2024;10 StB Leuben;Ausländer;05 bis unter 10 Jahre;26560;318
2024;10 StB Leuben;Ausländer;10 bis unter 20 Jahre;20298;119
2024;10 StB Leuben;Ausländer;20 Jahre und mehr;21707;64
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;7485;1323
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;55422;2460
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;88216;1923
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;275580;3142
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;816383;4599
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;1846651;4538
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;9318;1731
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;68372;3010
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;47617;1049
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;81964;1000
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;33384;205
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;14174;48
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;10673;1994
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;87052;3822
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;158337;3409
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;507592;5821
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;1416225;8001
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;3670767;9400
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;5516;1118
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;21828;987
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;15160;335
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;26536;321
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;20312;121
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;15789;52
2024;13 Südvorstadt, Zschertnitz;Deutsche;00 bis unter 1 Jahr;12564;2501
2024;13 Südvorstadt, Zschertnitz;Deutsche;01 bis unter 3 Jahre;88423;3983
2024;13 Südvorstadt, Zschertnitz;Deutsche;03 bis unter 5 Jahre;132262;2856
2024;13 Südvorstadt, Zschertnitz;Deutsche;05 bis unter 10 Jahre;354111;4200
2024;13 Südvorstadt, Zschertnitz;Deutsche;10 bis unter 20 Jahre;733506;4246
2024;13 Südvorstadt, Zschertnitz;Deutsche;20 Jahre und mehr;2443811;5680
2024;13 Südvorstadt, Zschertnitz;Ausländer;00 bis unter 1 Jahr;13197;2826
2024;13 Südvorstadt, Zschertnitz;Ausländer;01 bis unter 3 Jahre;67443;2996
2024;13 Südvorstadt, Zschertnitz;Ausländer;03 bis unter 5 Jahre;68264;1470
2024;13 Südvorstadt, Zschertnitz;Ausländer;05 bis unter 10 Jahre;143526;1782
2024;13 Südvorstadt, Zschertnitz;Ausländer;10 bis unter 20 Jahre;43766;262
2024;13 Südvorstadt, Zschertnitz;Ausländer;20 Jahre und mehr;23965;74
2024;14 Mockritz, Coschütz, Plauen;Deutsche;00 bis unter 1 Jahr;8654;1517
2024;14 Mockritz, Coschütz, Plauen;Deutsche;01 bis unter 3 Jahre;57715;2533
2024;14 Mockritz, Coschütz, Plauen;Deutsche;03 bis unter 5 Jahre;108565;2297
2024;14 Mockritz, Coschütz, Plauen;Deutsche;05 bis unter 10 Jahre;381921;4384
2024;14 Mockritz, Coschütz, Plauen;Deutsche;10 bis unter 20 Jahre;954565;5462
2024;14 Mockritz, Coschütz, Plauen;Deutsche;20 Jahre und mehr;2557803;6492
2024;14 Mockritz, Coschütz, Plauen;Ausländer;00 bis unter 1 Jahr;2086;409
2024;14 Mockritz, Coschütz, Plauen;Ausländer;01 bis unter 3 Jahre;14365;621
2024;14 Mockritz, Coschütz, Plauen;Ausländer;03 bis unter 5 Jahre;9596;210
2024;14 Mockritz, Coschütz, Plauen;Ausländer;05 bis unter 10 Jahre;19969;246
2024;14 Mockritz, Coschütz, Plauen;Ausländer;10 bis unter 20 Jahre;23739;136
2024;14 Mockritz, Coschütz, Plauen;Ausländer;20 Jahre und mehr;14068;45
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;00 bis unter 1 Jahr;20007;3688
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;01 bis unter 3 Jahre;158852;7008
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;03 bis unter 5 Jahre;239907;5171
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;05 bis unter 10 Jahre;729461;8446
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;10 bis unter 20 Jahre;1407110;8136
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;20 Jahre und mehr;2490405;6737
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;00 bis unter 1 Jahr;4512;882
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;01 bis unter 3 Jahre;28188;1239
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;03 bis unter 5 Jahre;21120;456
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;05 bis unter 10 Jahre;41131;493
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;10 bis unter 20 Jahre;41611;245
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;20 Jahre und mehr;32028;113
2024;16 Gorbitz;Deutsche;00 bis unter 1 Jahr;6688;1249
2024;16 Gorbitz;Deutsche;01 bis unter 3 Jahre;45004;2011
2024;16 Gorbitz;Deutsche;03 bis unter 5 Jahre;82574;1744
2024;16 Gorbitz;Deutsche;05 bis unter 10 Jahre;284608;3327
2024;16 Gorbitz;Deutsche;10 bis unter 20 Jahre;638411;3672
2024;16 Gorbitz;Deutsche;20 Jahre und mehr;1383880;3630
2024;16 Gorbitz;Ausländer;00 bis unter 1 Jahr;11329;2041
2024;16 Gorbitz;Ausländer;01 bis unter 3 Jahre;57701;2592
2024;16 Gorbitz;Ausländer;03 bis unter 5 Jahre;41970;914
2024;16 Gorbitz;Ausländer;05 bis unter 10 Jahre;71131;890
2024;16 Gorbitz;Ausländer;10 bis unter 20 Jahre;26138;162
2024;16 Gorbitz;Ausländer;20 Jahre und mehr;13138;40
2024;17 Briesnitz und westliche OS;Deutsche;00 bis unter 1 Jahr;7508;1363
2024;17 Briesnitz und westliche OS;Deutsche;01 bis unter 3 Jahre;49909;2243
2024;17 Briesnitz und westliche OS;Deutsche;03 bis unter 5 Jahre;93929;1963
2024;17 Briesnitz und westliche OS;Deutsche;05 bis unter 10 Jahre;377843;4341
2024;17 Briesnitz und westliche OS;Deutsche;10 bis unter 20 Jahre;979227;5653
2024;17 Briesnitz und westliche OS;Deutsche;20 Jahre und mehr;2952576;7249
2024;17 Briesnitz und westliche OS;Ausländer;00 bis unter 1 Jahr;780;170
2024;17 Briesnitz und westliche OS;Ausländer;01 bis unter 3 Jahre;4840;210
2024;17 Briesnitz und westliche OS;Ausländer;03 bis unter 5 Jahre;3199;68
2024;17 Briesnitz und westliche OS;Ausländer;05 bis unter 10 Jahre;8051;98
2024;17 Briesnitz und westliche OS;Ausländer;10 bis unter 20 Jahre;13952;84
2024;17 Briesnitz und westliche OS;Ausländer;20 Jahre und mehr;7142;21
