Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;378034;4267
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;853971;5055
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;1687988;4127
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;7060;1297
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;21245;1104
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;10898;249
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;17035;201
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;24408;152
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;4539;13
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;14249;2684
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;103601;4540
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;161461;3455
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;541652;6189
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;1648116;9268
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;2834926;6881
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;3347;660
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;9740;494
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;6487;144
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;9487;109
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;17872;106
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;6517;20
2017;13 Südvorstadt, Zschertnitz;Deutsche;00 bis unter 1 Jahr;16468;3492
2017;13 Südvorstadt, Zschertnitz;Deutsche;01 bis unter 3 Jahre;102373;4683
2017;13 Südvorstadt, Zschertnitz;Deutsche;03 bis unter 5 Jahre;140902;3066
2017;13 Südvorstadt, Zschertnitz;Deutsche;05 bis unter 10 Jahre;367017;4290
2017;13 Südvorstadt, Zschertnitz;Deutsche;10 bis unter 20 Jahre;848412;4786
2017;13 Südvorstadt, Zschertnitz;Deutsche;20 Jahre und mehr;2445207;5470
2017;13 Südvorstadt, Zschertnitz;Ausländer;00 bis unter 1 Jahr;14075;3177
2017;13 Südvorstadt, Zschertnitz;Ausländer;01 bis unter 3 Jahre;43187;2197
2017;13 Südvorstadt, Zschertnitz;Ausländer;03 bis unter 5 Jahre;24920;559
2017;13 Südvorstadt, Zschertnitz;Ausländer;05 bis unter 10 Jahre;29787;355
2017;13 Südvorstadt, Zschertnitz;Ausländer;10 bis unter 20 Jahre;30603;186
2017;13 Südvorstadt, Zschertnitz;Ausländer;20 Jahre und mehr;10155;30
2017;14 Mockritz, Coschütz, Plauen;Deutsche;00 bis unter 1 Jahr;11139;2100
2017;14 Mockritz, Coschütz, Plauen;Deutsche;01 bis unter 3 Jahre;83997;3684
2017;14 Mockritz, Coschütz, Plauen;Deutsche;03 bis unter 5 Jahre;114425;2445
2017;14 Mockritz, Coschütz, Plauen;Deutsche;05 bis unter 10 Jahre;407113;4675
2017;14 Mockritz, Coschütz, Plauen;Deutsche;10 bis unter 20 Jahre;1086475;6083
2017;14 Mockritz, Coschütz, Plauen;Deutsche;20 Jahre und mehr;2010106;4846
2017;14 Mockritz, Coschütz, Plauen;Ausländer;00 bis unter 1 Jahr;2391;485
2017;14 Mockritz, Coschütz, Plauen;Ausländer;01 bis unter 3 Jahre;8159;382
2017;14 Mockritz, Coschütz, Plauen;Ausländer;03 bis unter 5 Jahre;6914;153
2017;14 Mockritz, Coschütz, Plauen;Ausländer;05 bis unter 10 Jahre;13596;162
2017;14 Mockritz, Coschütz, Plauen;Ausländer;10 bis unter 20 Jahre;15274;93
2017;14 Mockritz, Coschütz, Plauen;Ausländer;20 Jahre und mehr;4227;14
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;00 bis unter 1 Jahr;29868;5615
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;01 bis unter 3 Jahre;191463;8530
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;03 bis unter 5 Jahre;238937;5177
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;05 bis unter 10 Jahre;691147;8019
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;10 bis unter 20 Jahre;1485911;8434
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;20 Jahre und mehr;1696941;4075
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;00 bis unter 1 Jahr;3630;712
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;01 bis unter 3 Jahre;13435;641
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;03 bis unter 5 Jahre;10346;229
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;05 bis unter 10 Jahre;25253;295
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;10 bis unter 20 Jahre;38747;232
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;20 Jahre und mehr;4852;17
2017;16 Gorbitz;Deutsche;00 bis unter 1 Jahr;8378;1700
2017;16 Gorbitz;Deutsche;01 bis unter 3 Jahre;64083;2837
2017;16 Gorbitz;Deutsche;03 bis unter 5 Jahre;106381;2272
2017;16 Gorbitz;Deutsche;05 bis unter 10 Jahre;331912;3869
2017;16 Gorbitz;Deutsche;10 bis unter 20 Jahre;677409;3998
2017;16 Gorbitz;Deutsche;20 Jahre und mehr;1293788;3533
2017;16 Gorbitz;Ausländer;00 bis unter 1 Jahr;7416;1373
2017;16 Gorbitz;Ausländer;01 bis unter 3 Jahre;19345;1023
2017;16 Gorbitz;Ausländer;03 bis unter 5 Jahre;12223;257
2017;16 Gorbitz;Ausländer;05 bis unter 10 Jahre;13629;167
2017;16 Gorbitz;Ausländer;10 bis unter 20 Jahre;14597;92
2017;16 Gorbitz;Ausländer;20 Jahre und mehr;7650;24
2017;17 Briesnitz und westliche OS;Deutsche;00 bis unter 1 Jahr;9034;1768
2017;17 Briesnitz und westliche OS;Deutsche;01 bis unter 3 Jahre;62212;2719
2017;17 Briesnitz und westliche OS;Deutsche;03 bis unter 5 Jahre;107937;2277
2017;17 Briesnitz und westliche OS;Deutsche;05 bis unter 10 Jahre;367244;4234
2017;17 Briesnitz und westliche OS;Deutsche;10 bis unter 20 Jahre;1089752;6093
2017;17 Briesnitz und westliche OS;Deutsche;20 Jahre und mehr;2383292;5643
2017;17 Briesnitz und westliche OS;Ausländer;00 bis unter 1 Jahr;904;171
2017;17 Briesnitz und westliche OS;Ausländer;01 bis unter 3 Jahre;2809;131
2017;17 Briesnitz und westliche OS;Ausländer;03 bis unter 5 Jahre;2464;55
2017;17 Briesnitz und westliche OS;Ausländer;05 bis unter 10 Jahre;4950;60
2017;17 Briesnitz und westliche OS;Ausländer;10 bis unter 20 Jahre;8050;51
2017;17 Briesnitz und westliche OS;Ausländer;20 Jahre und mehr;4626;14
