Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtbezirk/Ortschaft;Stadtraum;Geschlecht;Gestorbene
2020;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;17
2020;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;11
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;47
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;95
2020;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;56
2020;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;82
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;107
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;113
2020;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;79
2020;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;83
2020;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;männlich;134
2020;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;weiblich;174
2020;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;männlich;106
2020;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;weiblich;104
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;60
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;59
2020;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;32
2020;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;20
2020;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;30
2020;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;41
2020;14 Leipziger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;männlich;30
2020;14 Leipziger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;weiblich;10
2020;15 Albertstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;20
2020;15 Albertstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;24
2020;21 Pieschen-Süd;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;männlich;32
2020;21 Pieschen-Süd;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;weiblich;34
2020;22 Mickten;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;46
2020;22 Mickten;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;32
2020;23 Kaditz;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;24
2020;23 Kaditz;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;14
2020;24 Trachau;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;40
2020;24 Trachau;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;36
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;männlich;45
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;weiblich;61
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;männlich;106
